Complexity,Loss,Equation
1,0.020436846,"0.75591606"
4,0.0073482217,"exp(x7 / -5.2526655)"
5,0.007328382,"(x7 * -0.12929614) + 0.9494555"
6,0.00702552,"inv((x7 * 0.22676942) + 1.014365)"
8,0.0056268694,"exp(x7 * ((x1 * 0.001234461) + -0.24829832))"
9,0.0048975423,"(x7 + ((x1 * -0.017182041) + -6.7334986)) * -0.12739901"
10,0.004714654,"(x1 * 0.001982112) + exp((x7 + 0.69195265) * -0.18406472)"
12,0.003934195,"(x1 * (x2 * 1.0931955e-8)) + exp((x7 + 0.75316095) * -0.18740003)"
14,0.0038998565,"((x1 + 2.0089297) * (x2 * 1.0372681e-8)) + exp((x7 + 0.75218225) * -0.18787566)"
15,0.0035505537,"((x1 + exp(x3)) * (x2 * 1.1420503e-8)) + exp((x7 + 0.75120264) * -0.19662121)"
18,0.003456395,"((cube(x3) + (x1 + 0.62858003)) * neg(x2 * -1.1420503e-8)) + exp((x7 + 0.75120264) * -0.19662121)"
