Complexity,Loss,Equation
1,4704.4272,"-37.03313"
3,4650.5596,"-9.823376 - x4"
5,4546.9106,"527.52374 - (x0 * 1.6030847)"
6,4523.5034,"-37.22193 - (log(x3) * -13.738043)"
7,4513.9434,"((x3 - x5) / 0.085687205) - x4"
8,4406.9463,"-36.436924 - (x1 * (log(x3) * -0.40709054))"
9,4383.746,"-37.12123 - ((cube(x4) * -0.0009820599) * log(x3))"
11,4294.654,"-36.550037 - ((3.0087032 / log(x1)) * inv(x3 + -0.04687862))"
