,Tfc,Pa_des,Pc_des,Sa,Sc,Phi_a_des,Phi_c_des,epsilon_gdl,tau,epsilon_mc,epsilon_c,e,Re,i0_c_ref,kappa_co,kappa_c,a_slim,b_slim,a_switch,ifc_0,ifc_1,ifc_2,ifc_3,ifc_4,ifc_5,ifc_6,ifc_7,ifc_8,ifc_9,ifc_10,ifc_11,ifc_12,ifc_13,ifc_14,ifc_15,ifc_16,ifc_17,ifc_18,ifc_19,ifc_20,ifc_21,ifc_22,ifc_23,ifc_24,ifc_25,ifc_26,ifc_27,ifc_28,ifc_29,ifc_30,Ucell_0,Ucell_1,Ucell_2,Ucell_3,Ucell_4,Ucell_5,Ucell_6,Ucell_7,Ucell_8,Ucell_9,Ucell_10,Ucell_11,Ucell_12,Ucell_13,Ucell_14,Ucell_15,Ucell_16,Ucell_17,Ucell_18,Ucell_19,Ucell_20,Ucell_21,Ucell_22,Ucell_23,Ucell_24,Ucell_25,Ucell_26,Ucell_27,Ucell_28,Ucell_29,Ucell_30,start_in_range,early_values_in_range,monotonic,minimum_voltage,classification
1322,359.25212114485487,186049.91173372013,166049.91173372013,1.3,2.9836700793794835,0.5,0.42076075864671114,0.7797555545825191,2.5060948589410366,0.20757543401953446,0.16819371518930942,3.0,1.555105716586113e-06,32.54507562439298,23.21153199791729,10.741523288591482,0.8025759053437335,0.7843023975329961,0.07129451744852616,0.0008112203586433331,0.10080984439781801,0.20080984439766245,0.30080984439766423,0.40080984439766715,0.5008098443976701,0.6008098443976729,0.7008098443976758,0.8008098443976788,0.9008098443976819,1.0008098443976847,1.1008098443976877,1.2008098443976905,1.3008098443976934,1.4008098443976964,1.5008098443976994,1.6008098443976893,1.7008098443976782,1.800809844397666,1.9008098443976542,2.0008098443976423,2.100809844397631,2.2008098443976194,2.300809844397607,2.4008098443975956,2.500809844397584,2.6008098443975722,2.7008098443975603,2.8008098443975484,2.9008098443975365,3.000809844397525,1.515832524084743,1.4430221130793954,1.3936426667141821,1.3535440009528952,1.318621153238102,1.2870723697030473,1.2579291961728036,1.2306033620867227,1.2047062962860096,1.1799656246842443,1.1561815302691676,1.1332021195563624,1.110908575100207,1.0892057366099646,1.0680158834142859,1.0472742640950732,1.0269266112163584,1.006926328393507,0.987233224973146,0.9678122185191274,0.9486323956503505,0.9296662855637585,0.9108892747433519,0.8922791389561475,0.8738157108301943,0.8554804849989597,0.8372564508527267,0.8191278367327189,0.8010799396172625,0.7830989729725466,0.7651719362999034,False,False,True,True,invalid
1323,347.5118393007195,132569.70331073776,112569.70331073776,1.3,2.8540056225961914,0.5,0.12841999560615727,0.6801505056280409,1.2271297221179682,0.25235101258897535,0.199156344728472,4.0,3.226106148958206e-06,400.541158467715,2.3423719218419143,37.81683231016278,0.9141160753620088,0.39746026061663786,0.1480698087789523,0.000820453793337278,0.10081909344408867,0.2008190934439348,0.3008190934439366,0.4008190934439396,0.5008190934439425,0.6008190934439456,0.7008190934439484,0.8008190934439514,0.9008190934439543,1.0008190934439574,1.1008190934439603,1.200819093443963,1.3008190934439663,1.4008190934439693,1.500819093443972,1.600819093443962,1.70081909344395,1.8008190934439383,1.9008190934439262,2.0008190934439143,2.1008190934439024,2.2008190934438905,2.300819093443879,2.400819093443867,2.5008190934438552,2.6008190934438433,2.700819093443832,2.8008190934438195,2.900819093443808,3.000819093443796,2.6585700317488747,2.396305833560511,2.3059290699572492,2.2347311234089746,2.1719776445232486,2.1141899973067457,2.059707161551946,2.0075797930136208,1.95720921303311,1.9081842842781196,1.86020951155215,1.813063214633802,1.7665735704303005,1.72060377822135,1.67504269213369,1.6297967185479343,1.584788685673004,1.5399510439877506,1.495225297884907,1.4505598418060148,1.405908590199605,1.3612299121183196,1.3164857894802036,1.27164114209091,1.226663278673674,1.1815214604848905,1.1361864654597102,1.090630347324185,1.0448261122849598,0.9987474914801882,0.9523687303948949,False,False,True,True,invalid
1324,360.04586977267377,144096.09252587793,124096.09252587793,1.3,1.6177659088609233,0.5,0.37608689875889867,0.6680777136186324,2.447484323173689,0.3378612116912963,0.18437499386826828,4.0,1.145388057231903e-06,369.7150873766628,28.32547991938131,58.049768021582935,0.3701144436274386,0.17402820475417294,0.9240586570402696,0.0008141114789805613,0.1008127404444439,0.20081274044428885,0.3008127404442906,0.40081274044429355,0.5008127404442966,0.6008127404442996,0.7008127404443024,0.8008127404443055,0.9008127404443083,1.0008127404443115,1.1008127404443142,1.2008127404443172,1.3008127404443202,1.4008127404443231,1.5008127404443259,1.600812740444316,1.7008127404443043,1.8008127404442926,1.9008127404442807,2.000812740444269,2.1008127404442574,2.2008127404442455,2.3008127404442336,2.400812740444222,2.50081274044421,2.6008127404441983,2.700812740444187,2.800812740444175,2.900812740444163,3.0008127404441516,2.0993153152273845,1.9831567302626196,1.8911034041716706,1.8067482371074035,1.7258124231198322,1.6465749888890808,1.5681536231111124,1.490022938397054,1.4118341303585882,1.3333354313421013,1.2543322542901147,1.174665504497087,1.0941988565183565,1.0128108558604803,0.9303896742572928,0.8468296029613226,0.7620284329400558,0.6758855235015899,0.5883002193491192,0.49917061480887404,0.4083924066713851,0.31585788017360233,0.22145495601448728,0.1250661731134617,0.02656779461199077,-0.07417126133810842,-0.17729050219648113,-0.2829390493233477,-0.3912769503606506,-0.5024766459354144,-0.6167246252290665,False,False,True,True,invalid
1325,361.051712345944,241227.83058322658,221227.83058322658,1.3,2.569797736708971,0.5,0.4940875198994542,0.706824895894399,2.1486780266415892,0.27854629191139324,0.24794778941633744,3.0,4.633547908067704e-06,345.2231626746265,39.544593605489595,45.25414826443342,0.4367892037680759,0.666106342741189,0.4927110468563894,0.000824605360900349,0.10082325191704443,0.2008232519168914,0.3008232519168932,0.4008232519168962,0.5008232519168991,0.6008232519169021,0.700823251916905,0.800823251916908,0.9008232519169109,1.0008232519169142,1.100823251916917,1.20082325191692,1.3008232519169232,1.400823251916926,1.500823251916929,1.6008232519169188,1.7008232519169073,1.800823251916895,1.9008232519168828,2.000823251916871,2.100823251916859,2.200823251916847,2.3008232519168352,2.4008232519168238,2.5008232519168114,2.6008232519167995,2.7008232519167876,2.8008232519167757,2.900823251916764,3.000823251916752,4.075755378416768,4.007920758067798,3.946963841623986,3.889876285260929,3.8352142188987743,3.7821846023948162,3.730299184876073,3.6792317570347226,3.6287515013435656,3.5786865368107903,3.528904119451518,3.4792982463383626,3.429781825199995,3.380281479537089,3.3307339809432412,3.2810837230756142,3.2312809026235416,3.1812801248567175,3.131071429416165,3.0806021747967645,3.0298207662996264,2.978691263877449,2.9271789465003613,2.8752508341356253,2.8228800558232274,2.7700514666375087,2.7172713778084243,2.6643722568841497,2.607592113457682,2.5491159095182745,2.4866921890665745,False,False,True,True,invalid
1326,353.00860671178873,245126.082412895,225126.082412895,1.3,1.2619190200300154,0.5,0.1878201262971514,0.7673015706440013,1.7062593816610208,0.3685033177660085,0.24636194276782192,4.0,2.4625836420059204e-06,41.20541761145154,17.222159905698522,17.10513719084125,0.9502730838306797,0.12183560069745293,0.625952735818164,0.0008165227217770965,0.10081515576916747,0.20081515576901288,0.3008151557690147,0.40081515576901766,0.5008151557690206,0.6008151557690234,0.7008151557690265,0.8008151557690294,0.9008151557690324,1.0008151557690355,1.1008151557690384,1.2008151557690414,1.3008151557690442,1.4008151557690471,1.5008151557690501,1.60081515576904,1.7008151557690283,1.8008151557690166,1.9008151557690045,2.000815155768993,2.100815155768981,2.2008151557689692,2.300815155768958,2.4008151557689454,2.5008151557689335,2.600815155768922,2.70081515576891,2.8008151557688983,2.9008151557688864,3.0008151557688745,1.950824900124265,1.8634319810733229,1.807457078526258,1.7630986760262655,1.723896514016186,1.687774004571598,1.6538045085118436,1.6214451858305614,1.5903433297450307,1.5602628995949517,1.530989211948133,1.5061575961388556,1.4821760327062248,1.4543730798186023,1.4261855529904812,1.3967885006693193,1.3659177404512817,1.3338223410639891,1.3017421187464286,1.2712258406517514,1.2414721725572382,1.2117503260128462,1.1818802171493796,1.15178498168302,1.1214142303673802,1.0907267492924007,1.0596874906593559,1.0282643500742008,0.9964257091707053,0.9641402038299931,0.9313761754726972,False,False,True,True,invalid
1327,344.59429257031337,198037.67915815313,178037.67915815313,1.3,1.1930734072676412,0.5,0.6842601035031808,0.6759204302178097,1.2988649351504256,0.20738195549542668,0.17892148587560086,4.0,4.788002886772156e-06,272.9821894476413,10.738728802498464,66.75250157378841,0.506398499815346,0.5144435406567783,0.39322012690182806,0.0008104318992170235,0.10080905458880633,0.20080905458865056,0.3008090545886523,0.40080905458865534,0.5008090545886582,0.6008090545886612,0.700809054588664,0.8008090545886669,0.9008090545886698,1.0008090545886728,1.1008090545886757,1.2008090545886785,1.3008090545886815,1.4008090545886844,1.5008090545886872,1.6008090545886773,1.7008090545886658,1.8008090545886541,1.9008090545886425,2.0008090545886303,2.100809054588619,2.2008090545886074,2.3008090545885955,2.400809054588584,2.500809054588572,2.6008090545885607,2.7008090545885484,2.8008090545885365,2.900809054588525,3.0008090545885135,3.836936620795093,3.658708959135649,3.552407169315245,3.453456452687745,3.361438957948051,3.2714032100734056,3.1816775714108734,3.091900638071482,3.001640639268106,2.9106223285331514,2.818635099563289,2.725499129050634,2.6310540565010356,2.5351237375271425,2.4375191352386314,2.3381003938413505,2.2367400275547067,2.133215801812784,2.0273633707753325,1.9191317920546493,1.808404278425768,1.6950326917930956,1.5788580193230415,1.459710265266379,1.337406628119679,1.2117501346870785,1.082527366427105,0.94953566163215,0.8125443774008674,0.6712311463744074,0.525290812400659,False,False,True,True,invalid
1328,354.1177558783635,266320.0672436445,246320.0672436445,1.3,2.9206966163207886,0.5,0.6243973504458606,0.7101142554857844,2.33600438029871,0.3599888890045783,0.16792897490841086,4.0,3.5230233836174013e-06,307.6534160035605,14.525892572991838,83.01333132471,0.9208780591950866,0.8979084104811602,0.12166074768153366,0.0008097518236668598,0.10080837334707755,0.2008083733469217,0.30080837334692345,0.4008083733469263,0.5008083733469292,0.6008083733469322,0.700808373346935,0.800808373346938,0.900808373346941,1.000808373346944,1.1008083733469467,1.2008083733469497,1.3008083733469527,1.4008083733469556,1.5008083733469586,1.6008083733469485,1.7008083733469368,1.8008083733469256,1.9008083733469139,2.0008083733469024,2.10080837334689,2.200808373346878,2.3008083733468667,2.400808373346855,2.5008083733468434,2.6008083733468315,2.70080837334682,2.8008083733468085,2.900808373346796,3.0008083733467847,7.651218633825365,7.532280884555794,7.444971067707003,7.367370954969315,7.2939808164977835,7.222991555380352,7.153505015908167,7.088598708541889,7.026722219766976,6.9586726707822955,6.884538790906134,6.803471806416571,6.718892077300111,6.6399764879021985,6.567091595972155,6.494654538676613,6.421699032077497,6.3479711949617075,6.273354000015108,6.1977677352539144,6.121152494568826,6.0434585587828185,5.964641648386815,5.884660313622714,5.80347450881512,5.721044571657942,5.637330580795641,5.552291876513504,5.465886701884416,5.37804719243966,5.288745842782822,False,False,True,True,invalid
1329,347.57558570833345,239822.70547491778,237822.70547491778,1.3,1.838789917397847,0.5,0.3984076913343567,0.7142424739453281,2.9069839102669075,0.33049610717394806,0.24494056600555908,3.0,2.7405028294738707e-06,168.37083570223558,11.833545256354622,42.77305156185263,0.2787608110348111,0.7238166792323446,0.4462699307479856,0.0008254025828162035,0.1008240504570466,0.20082405045689367,0.3008240504568955,0.40082405045689845,0.5008240504569014,0.6008240504569043,0.7008240504569073,0.8008240504569103,0.9008240504569134,1.0008240504569164,1.1008240504569193,1.2008240504569223,1.3008240504569253,1.4008240504569283,1.5008240504569312,1.600824050456921,1.700824050456909,1.800824050456897,1.900824050456885,2.0008240504568735,2.100824050456861,2.2008240504568493,2.3008240504568374,2.400824050456826,2.5008240504568136,2.6008240504568017,2.7008240504567897,2.800824050456778,2.900824050456766,3.000824050456754,4.184762838762851,4.0142762770494755,3.9123786217536307,3.8357284605222737,3.7627607790905246,3.6943758250390735,3.628394779376762,3.5639630541266385,3.5006764693256343,3.4382615890937975,3.3765524488411205,3.3154152681415274,3.25469787920736,3.1942885894984383,3.134095760425105,3.0740406179439526,3.0140535193320868,2.9540719247257052,2.8940388109244912,2.833901539248706,2.773610943745374,2.713120613793672,2.6523863028783095,2.591365619260123,2.5300202112524226,2.468306968596874,2.406185720289848,2.343617259683854,2.280562527807374,2.216982395641222,2.1528374581714327,False,False,True,True,invalid
1330,351.4016365348967,269382.4166525091,249382.41665250913,1.3,1.6264102128219258,0.5,0.5623000223106291,0.6986029806290932,1.4529922832686204,0.3064598319098547,0.2912133244988787,4.0,3.6002770292758944e-06,173.63107705172808,6.21717838777614,49.43158859398409,0.06870479347370026,0.24054131617008978,0.6148942043377699,0.0008147418596369306,0.10081337189458701,0.20081337189443207,0.3008133718944339,0.40081337189443683,0.5008133718944398,0.6008133718944426,0.7008133718944456,0.8008133718944486,0.9008133718944517,1.0008133718944543,1.1008133718944573,1.2008133718944605,1.3008133718944632,1.4008133718944662,1.5008133718944692,1.600813371894459,1.7008133718944476,1.8008133718944355,1.9008133718944238,2.000813371894412,2.1008133718944,2.2008133718943887,2.300813371894377,2.400813371894365,2.500813371894353,2.6008133718943416,2.7008133718943292,2.800813371894318,2.900813371894306,3.000813371894294,4.682594404871546,4.473082042326097,4.398837243583348,4.3306474153877454,4.262524921045647,4.2017198073153255,4.1428456030396275,4.084670157796645,4.026744461921266,3.968805487965532,3.910660844409321,3.8521632117090667,3.793172144041049,3.7336231612008155,3.6732198204347912,3.6121081999874582,3.550079637181432,3.4870972882020146,3.4231365039960426,3.358141031305223,3.292052095828963,3.2248102608583737,3.156354971555593,3.0866239852303794,3.015540535738975,2.9430367894727554,2.8690531764308687,2.7935156665396774,2.716346011727551,2.6374611950490574,2.5567728394369835,False,False,True,True,invalid
1331,344.18619050153535,270687.2582435542,250687.2582435542,1.3,2.653098724860185,0.5,0.6720939642390025,0.6834897931858267,2.725171425741315,0.27644347862899876,0.2811001148711831,3.0,1.5847796851396562e-06,93.46840067620484,24.083718918608227,9.61527024272136,0.052223764933572725,0.4885328442289077,0.6628311122797694,0.0008223248286004182,0.10082096760011618,0.20082096759996268,0.30082096759996446,0.40082096759996744,0.5008209675999705,0.6008209675999734,0.7008209675999764,0.8008209675999793,0.9008209675999822,1.000820967599985,1.1008209675999883,1.200820967599991,1.300820967599994,1.4008209675999972,1.5008209676000002,1.6008209675999898,1.7008209675999777,1.800820967599966,1.9008209675999541,2.0008209675999424,2.1008209675999305,2.200820967599918,2.3008209675999067,2.400820967599895,2.500820967599883,2.600820967599871,2.700820967599859,2.8008209675998472,2.9008209675998353,3.000820967599823,1.7346667480027231,1.6563323242418198,1.5908437534923463,1.5321236616171954,1.478004045220528,1.4272891118947835,1.3792361335432959,1.3333312607664347,1.2891941857209297,1.2465198173995022,1.2050119962665111,1.1644164906997192,1.124567269877189,1.085347505501256,1.0467115173996437,1.0085944799180866,0.9710601957863402,0.9341403725975019,0.8977326188089564,0.8617434093331002,0.8261229159036028,0.7908307175137049,0.7558300282390934,0.7210871493454919,0.686570728560774,0.6522516864798339,0.6181025766601443,0.584097753327178,0.5502127859566172,0.5164244020528558,0.4827103560054664,False,False,True,True,invalid
1332,359.89405386474533,165494.26066689775,145494.26066689775,1.3,2.0235679545428136,0.5,0.14017166430095088,0.5541654753774475,2.5544817974884104,0.25404479485008735,0.23688945397533406,3.0,1.6633686959743501e-06,482.9708221926801,38.60836108089415,96.08092921795715,0.9687075772644776,0.011467444236536471,0.9714611665117073,0.0008207659362026387,0.10081940610857675,0.20081940610842297,0.3008194061084247,0.4008194061084277,0.5008194061084307,0.6008194061084337,0.7008194061084366,0.8008194061084396,0.9008194061084424,1.0008194061084457,1.1008194061084484,1.2008194061084514,1.3008194061084544,1.4008194061084573,1.5008194061084603,1.6008194061084502,1.7008194061084385,1.8008194061084264,1.9008194061084145,2.0008194061084024,2.100819406108391,2.200819406108379,2.300819406108367,2.400819406108355,2.5008194061083437,2.6008194061083314,2.700819406108319,2.8008194061083076,2.9008194061082957,3.000819406108284,4.890219623443897,4.650421278799006,4.433134718597929,4.227947418892314,4.030578013159752,3.8386624382290915,3.650662438138058,3.4654796180209257,3.2822762016433753,3.1003831212500557,2.9192452464826193,2.73838702792964,2.557389944825683,2.375875449150972,2.1934943681638517,2.0099173007411473,1.8248276749921304,1.6379159266207175,1.4488745251307722,1.2573935547824713,1.0631567873981853,0.8658372293753962,0.6650939644423433,0.46056772322720363,0.25187677674747966,0.038612385141697514,-0.17966617080409542,-0.4034374151204074,-0.6332240475441301,-0.8696001758664315,-1.1132004528995232,False,False,True,True,invalid
1333,341.79234907631167,115128.12020258061,110000.0,1.2,2.0,0.7478370880516461,0.18417003795317952,0.7011156494971454,2.2409400314599495,0.3949198274842546,0.26390010275025255,5.0,5.694464714060734e-07,133.75603082543304,35.99982497164113,44.70024602593679,0.0555312850726664,0.10514269908118055,0.9261102749494382,0.0008270204444928599,0.10082567098580249,0.20082567098564988,0.30082567098565166,0.40082567098565464,0.5008256709856577,0.6008256709856606,0.7008256709856636,0.8008256709856666,0.9008256709856696,1.0008256709856724,1.1008256709856754,1.2008256709856786,1.3008256709856814,1.4008256709856846,1.5008256709856875,1.6008256709856772,1.700825670985665,1.8008256709856534,1.9008256709856415,2.0008256709856296,2.1008256709856177,2.2008256709856058,2.300825670985594,2.4008256709855815,2.50082567098557,2.600825670985558,2.700825670985546,2.800825670985534,2.9008256709855216,3.00082567098551,2.242147406101147,2.1255966351247735,2.0423634008141733,1.9711651824470566,1.90606660641596,1.844800677209078,1.7861988507649786,1.7295566502959077,1.6744067061660104,1.6204169932136678,1.5673399237127037,1.5149834812342018,1.4631939001844319,1.4118446484847746,1.3608290077427294,1.3100552264249332,1.2594426546080295,1.208919241882489,1.1584195309572838,1.1078831393973991,1.0572535775178975,1.0064772984655732,0.9555029438134459,0.9042807068987817,0.8527618119503586,0.8008980349446375,0.748641374124646,0.695944129464352,0.6427630765399722,0.589088645968671,0.5347867049574628,False,False,True,True,invalid
1334,360.46635174478985,131954.04657163704,111954.04657163704,1.3,2.318177350302146,0.5,0.1699447427261608,0.6508763982189836,1.042779919161636,0.38872768481342634,0.2472869752061292,5.0,6.945659399032593e-07,260.65885460168704,22.6493239215575,35.00303728805909,0.8769518927717763,0.23699788902693186,0.7784320358379906,0.0008116970023888282,0.10081032185615058,0.20081032185599507,0.3008103218559969,0.4008103218559998,0.5008103218560027,0.6008103218560056,0.7008103218560087,0.8008103218560115,0.9008103218560145,1.0008103218560174,1.1008103218560203,1.2008103218560233,1.300810321856026,1.400810321856029,1.500810321856032,1.600810321856022,1.70081032185601,1.8008103218559988,1.900810321855987,2.000810321855975,2.1008103218559633,2.200810321855952,2.30081032185594,2.400810321855928,2.500810321855916,2.6008103218559047,2.7008103218558928,2.8008103218558813,2.9008103218558694,3.0008103218558575,1.9961265230863474,1.8935109636372471,1.8242211546670202,1.7643790128316252,1.7090173600176304,1.6562461743984422,1.6051159939467508,1.5550701423483668,1.5057443028452353,1.456881937238119,1.4082915580256472,1.359823522163547,1.311356383233167,1.2627883759416103,1.2140318293519279,1.1650093636259524,1.1156511894032097,1.0658931445864075,1.0156751998467608,0.9649403397403551,0.9136336382446296,0.8617014641771116,0.8090910280932262,0.7557496645304247,0.7016244497325639,0.646661776426418,0.590806949342344,0.5340038160448617,0.4761944088335325,0.41731859510519304,0.3573137336277927,False,False,True,True,invalid
1335,333.4960731979295,267545.8137039033,247545.8137039033,1.3,2.6032823685989723,0.5,0.3149040205829812,0.7529177726310806,3.0372066899710566,0.20631553349080609,0.21163167074684502,3.0,8.604293698072433e-07,349.9673779019652,33.6468401481344,87.70096273338774,0.949323004438413,0.10317907903498462,0.5337452369512306,0.0008253878910196022,0.10082403574098235,0.2008240357408294,0.3008240357408312,0.40082403574083425,0.5008240357408372,0.6008240357408402,0.7008240357408432,0.8008240357408462,0.9008240357408489,1.000824035740852,1.100824035740855,1.200824035740858,1.300824035740861,1.400824035740864,1.5008240357408666,1.6008240357408567,1.7008240357408448,1.8008240357408334,1.9008240357408213,2.000824035740809,2.1008240357407977,2.2008240357407858,2.3008240357407734,2.4008240357407615,2.50082403574075,2.6008240357407377,2.7008240357407254,2.8008240357407135,2.900824035740702,3.00082403574069,8.317429978273779,8.236587996016247,8.163729955259187,8.096636232485075,8.031813080530288,7.968294094635444,7.905565529030434,7.843300604730489,7.78126862940822,7.719304240375903,7.657285483324144,7.595117510228755,7.532724836757625,7.47004653938051,7.407022059724745,7.343612458519719,7.279793967102883,7.21555111763687,7.150900616471544,7.085803649457136,7.020199579055834,6.954037016675757,6.88722204184108,6.819687984131631,6.751423456435498,6.682425460857792,6.612673978497243,6.542143179775462,6.470806512454074,6.398637122013441,6.325607777025275,False,False,True,True,invalid
1336,336.5801216011631,178022.82568067746,158022.82568067746,1.3,1.4378197157002945,0.5,0.39309752420247457,0.7737207673210185,1.1644839565828407,0.19854471894675788,0.20749111185471564,5.0,3.906284212470055e-06,213.3731339399816,8.12023543331044,68.97612325467627,0.6478706354503541,0.9088808085949638,0.5155517902840188,0.0008057690515797244,0.10080438370589939,0.20080438370574272,0.3008043837057445,0.40080438370574745,0.5008043837057504,0.6008043837057533,0.7008043837057563,0.800804383705759,0.900804383705762,1.0008043837057647,1.1008043837057677,1.2008043837057707,1.3008043837057737,1.4008043837057764,1.5008043837057794,1.6008043837057695,1.7008043837057583,1.8008043837057464,1.9008043837057347,2.000804383705723,2.1008043837057113,2.2008043837057,2.300804383705688,2.4008043837056765,2.5008043837056646,2.6008043837056527,2.7008043837056412,2.8008043837056293,2.900804383705618,3.0008043837056064,4.26134373762584,3.955179061035477,3.8419083172835333,3.7629622428752527,3.6835447296039905,3.598978131540953,3.520846569508018,3.445607784400293,3.3709288695140005,3.2961952316639542,3.2211566294766065,3.1455699263016488,3.0694920687569454,2.9926095518589,2.9148771628029495,2.8361888720098096,2.7564469331277186,2.675567794436442,2.5934617940778,2.510079327956716,2.425341521897567,2.3391658477249475,2.251364379687212,2.161900290580977,2.07076025148529,1.9778764565535796,1.8831655134670313,1.7865389432333594,1.687903301654412,1.587159627733251,1.4842028033337586,False,False,True,True,invalid
1337,354.47858728222775,214857.11911693215,194857.11911693215,1.3,2.417240208898905,0.5,0.3925021213184665,0.6602639525344753,3.5259065801801857,0.3578582762112168,0.252176657653635,4.0,4.80720451116562e-06,76.69169367936213,33.92077498150724,65.37497564842762,0.848536656717986,0.18724691375747463,0.9911901582514601,0.0008221745101346823,0.10082081703145382,0.20082081703130028,0.3008208170313021,0.400820817031305,0.5008208170313079,0.600820817031311,0.7008208170313139,0.8008208170313169,0.9008208170313199,1.0008208170313229,1.1008208170313256,1.2008208170313288,1.3008208170313318,1.4008208170313345,1.5008208170313377,1.6008208170313276,1.7008208170313155,1.8008208170313038,1.900820817031292,2.00082081703128,2.100820817031268,2.200820817031256,2.3008208170312447,2.4008208170312324,2.50082081703122,2.6008208170312086,2.7008208170311967,2.800820817031185,2.900820817031173,3.000820817031161,4.986440015265087,4.885431863918124,4.795264138973028,4.710641173484737,4.629031778497066,4.5492120878097175,4.470477600811243,4.392436440047212,4.314723043408294,4.237087593073332,4.159344140119487,4.081340827583612,4.002948998893565,3.924056114563794,3.8445609403000716,3.7643699194975224,3.6833962741139064,3.601554769286966,3.518764050767738,3.434946092712041,3.3500460529766243,3.263929086125287,3.1829428167934193,3.089798643969939,2.9886475024482015,2.878918753810268,2.7576535932716757,2.629733231390657,2.493942941856742,2.3519683788282695,2.204849543670242,False,False,True,True,invalid
