id,Tfc,Pa_des,Pc_des,Sa,Sc,Phi_a_des,Phi_c_des,epsilon_gdl,tau,epsilon_mc,epsilon_c,e,Re,i0_c_ref,kappa_co,kappa_c,a_slim,b_slim,a_switch,classification
0,338.667401912351,265533.5905903742,263533.5905903742,1.3,1.2085558414500777,0.5,0.2511351725834586,0.7857901174500019,1.0379600147396018,0.16287345243934412,0.25426300228593146,5.0,1.1413924253231333e-06,83.2174233152527,16.774123138982148,80.22252384873646,0.9073569170544226,0.7722281113554335,0.9610788266077339,invalid
1,340.39603056547315,195807.23255100322,193807.23255100322,1.3,2.0995467802172825,0.5,0.4763811031947332,0.7191278961199018,2.680852275186605,0.17504599224165154,0.17916279673500268,4.0,3.3045490021285728e-06,198.5422026992181,12.246004818190439,51.77856550996393,0.43948106629072775,0.2765956878031984,0.3689533288870966,invalid
2,353.9388958635743,237981.34059956213,235981.34059956213,1.3,1.6169248954517448,0.5,0.46678934659815297,0.7951092478201582,2.3785807762816615,0.3433953118795634,0.19999710271961313,5.0,3.1466842135985297e-06,135.31263031368553,36.6727070187529,8.854919922681784,0.188720851550795,0.7788276968979759,0.6981975489905783,invalid
3,350.87202634702584,293476.3560331299,291476.3560331299,1.3,2.8907493997434166,0.5,0.37372244491957096,0.5722081444676572,3.481282077328913,0.18483586663768384,0.18489315209487497,5.0,1.5020777535050113e-06,371.4381486239418,5.230091697010639,45.207257735343205,0.2533061470341951,0.04021820309559841,0.7389682744242604,invalid
4,333.0685201879736,267536.7168131509,265536.7168131509,1.3,1.2952359324422191,0.5,0.6763596251998846,0.7233892464836456,2.641811264383385,0.2106023453961197,0.28649187321356545,5.0,1.4834522388048666e-06,74.81900466731251,36.1805767541797,9.81658427642472,0.0708638886396529,0.6027683414553979,0.3888508607147998,invalid
5,334.1879688445142,287880.56819828344,285880.56819828344,1.3,2.1353333363668274,0.5,0.5156236164485145,0.6468395709595427,2.5920614178735075,0.20043396861236096,0.2339419710203938,5.0,1.7839726869808745e-06,318.27425158046475,11.5830427744142,37.22117788801734,0.36011889989728996,0.5856153764994159,0.35231103212532466,invalid
6,350.5571550194962,181969.43802198663,179969.43802198663,1.3,1.2529752823547098,0.5,0.340143005467409,0.6892053131236566,3.443128598692529,0.3511469197992969,0.15284155108458924,4.0,9.659306587786215e-07,264.2211884223075,17.187649760757107,98.06465950952982,0.6006085317919562,0.09715221194271559,0.5862350547748671,invalid
7,335.56765800599374,281321.94656383304,279321.94656383304,1.3,1.240402450923047,0.5,0.4417876114663374,0.731627195449821,3.9115072371457136,0.2633873787796538,0.23003688721645915,5.0,1.6118065817103365e-06,493.48563754322635,15.402208345323688,67.47395618985924,0.47816260149135587,0.1354391038374179,0.6178464857692051,invalid
8,334.668138616216,238813.0800158031,236813.0800158031,1.3,2.7129728755715314,0.5,0.19028122598512792,0.7694043956076668,3.7309937209659485,0.15845193696503562,0.1574787654165174,4.0,1.6724976683951674e-06,360.0540121950712,15.235519712009387,95.9457466423599,0.9281822163554599,0.8691378389964652,0.5589265806407161,invalid
9,352.97371078654453,184966.39842529167,182966.39842529167,1.3,2.473561766572767,0.5,0.22929782558585876,0.6586892347697356,1.543346693190398,0.2315215093038951,0.2672847590687218,5.0,2.62248724414544e-06,402.7855896606482,34.83320232786591,56.074216735428,0.7771280487333863,0.18920691146401394,0.4014461522546892,invalid
10,333.5423274976746,214026.73936106657,212026.73936106657,1.3,1.5603921932294824,0.5,0.39985970319961,0.6881955155698464,1.7055468013835302,0.36589076447317237,0.19799232186144267,4.0,4.431315439288638e-06,414.7157228863553,9.128977166291214,60.46500088625861,0.09415054750474405,0.648970900218286,0.18721994044579449,invalid
11,333.2934487242152,150195.73057199636,148195.73057199636,1.3,1.9444115447520176,0.5,0.6221922681351725,0.600170792378078,2.839497194246595,0.3788765677481859,0.27720370514576675,5.0,3.0954727905997493e-06,380.0822992633083,39.97634928438471,83.28318991973723,0.6171093852140461,0.1128956997614299,0.360994214698468,invalid
12,356.9769649277224,228991.91480198008,226991.91480198008,1.3,1.1100566385247472,0.5,0.15932823321132933,0.5850011515862429,2.3523522580146947,0.17469327947323365,0.26502148617730353,4.0,3.31078773348553e-06,48.43649005963884,0.9738226899048481,33.11632359097947,0.39856485471191455,0.9366752290530896,0.9520137202203603,invalid
13,345.1646620779596,263336.92777359847,261336.92777359847,1.3,2.5167546951522564,0.5,0.11282139664643576,0.6278129486935521,3.234921190389268,0.15200743218504847,0.22618219997429717,5.0,8.705386692089418e-07,3.3528536315159023,26.403992498969977,7.311992452360395,0.3406966715099265,0.46460717016388836,0.46902741720820007,invalid
14,353.3837805612878,261829.79738406837,259829.79738406837,1.3,1.5984557013833085,0.5,0.20666840044965945,0.7068218476984175,1.2042670237890631,0.25759325558569135,0.26210700116386965,3.0,2.7053108982868317e-06,59.585564102144566,4.557803445834442,50.332885833188364,0.6200949858498124,0.6873881415753331,0.17431850789815712,invalid
15,336.7820045782239,138716.0344118998,136716.0344118998,1.3,2.4866115133684463,0.5,0.13176015945737168,0.5662408264997078,1.2087324857653778,0.29124511127675656,0.20117576497894907,3.0,1.0580787005374093e-06,151.08861119776122,26.78641799397172,89.09123625825517,0.5172009679855284,0.9047700425941274,0.7015870035419087,invalid
16,362.8468636531734,209575.65288887155,207575.65288887155,1.3,1.45546080891275,0.5,0.3190210384184699,0.6247717087810121,1.9220387062069337,0.39482735283058135,0.1929901883505834,5.0,2.8853648398245717e-06,8.486715810389512,21.966102328845885,31.80285510821117,0.556117711539891,0.4434038930170904,0.2926589096364995,invalid
17,338.0525107892823,235621.86845156027,233621.86845156027,1.3,2.9919146212463152,0.5,0.13602442253831212,0.7963778864444835,1.9655412055386328,0.33613267762152454,0.2851394358021174,3.0,1.092921373490583e-06,161.7610252402863,37.68819581745923,4.018071565897985,0.15989904684466816,0.0559430587472858,0.5289148532265061,invalid
18,338.90181452458825,211704.480194218,209704.480194218,1.3,2.170727436947584,0.5,0.2760553950219651,0.7594922588353954,3.5106396005745095,0.1611821508797471,0.2832161384828742,5.0,2.6435434892162957e-06,447.56384242144657,22.343789657447505,43.26314075348149,0.04290997202113946,0.8466488745431862,0.31553647967837367,invalid
19,344.08921304717376,246383.21290750185,244383.21290750185,1.3,1.46355324130282,0.5,0.5101014138595307,0.6964586064324108,1.8411306644283998,0.3336281948124391,0.16367179705072102,4.0,1.0317131212393159e-06,405.10490316861484,27.921130741117427,61.0128129222982,0.8019634941234102,0.4731445762819949,0.6065694226873605,invalid
20,353.07817458658167,192176.57831686852,190176.57831686852,1.3,1.666101482530193,0.5,0.15424261924582774,0.6658616432441129,3.762761453418097,0.2581181728831061,0.1579382159316329,5.0,6.979357652616444e-07,10.204918062577546,8.957183603207937,40.19077078994795,0.25712099643954145,0.049175267934663675,0.8336594526281572,invalid
21,345.73217408437966,289666.27781209856,287666.27781209856,1.3,1.7877471702937464,0.5,0.2127406064264138,0.6919727648058918,3.850768284842074,0.38156089682774064,0.1597560623081768,4.0,4.491733285483684e-06,31.420039761903055,37.9371341246915,19.631263309069688,0.9556550220902185,0.40864914890394116,0.41767959563697277,invalid
