Complexity,Loss,Equation
1,0.003637592,"-2.4642683e-5"
3,0.0034401766,"x3 * 0.009732321"
5,0.0026443806,"(x0 * -0.0036307336) + 1.263563"
7,0.002410617,"(x2 * (x3 * 2.0399438e-7)) + -0.054595876"
9,0.0018489029,"((x0 * -0.003661346) + 1.2259234) + (x3 * 0.038738582)"
