Complexity,Loss,Equation
1,0.00035790214,"0.040605295"
3,0.00032347313,"7409.714 / x2"
4,0.00032347307,"neg(-7409.6826 / x2)"
5,0.0003042985,"(-114.6338 / x0) + 0.36627412"
6,0.0002718826,"(cube(x0) * 0.00017287525) / x2"
7,0.0002056143,"(x0 + -321.84387) / (x2 / 251.49376)"
9,0.0001967208,"((x0 - x3) + -320.65842) / (x2 / 252.02939)"
10,0.00018371572,"245.08981 / (x2 / ((x0 + -316.2899) - exp(x3)))"
11,0.00018229993,"(x0 + -321.35547) / (x2 / ((x3 / -0.02553541) + 298.28992))"
13,0.00017699316,"((x0 + -305.85834) / (x2 / (x0 + -152.85663))) + (x3 * -0.007096685)"
14,0.00017406259,"(square(x5) + (x0 + -322.8393)) / (x2 / ((x3 / -0.030975012) + 252.02939))"
15,0.00017253749,"((x0 + -323.21414) + (x5 / 0.3485964)) / (x2 / ((x3 / -0.0324014) + 252.02939))"
17,0.00017206493,"((x0 + x5) + (x5 + -320.7069)) / (x2 / ((x3 / -0.027330162) + (x0 + -95.104256)))"
18,0.0001694662,"((x0 + -319.79556) + (exp(x5) * 0.19604082)) / (x2 / ((x3 / -0.029129695) + (x0 + -95.10438)))"
19,0.00016939954,"((x0 + -319.79556) + (exp(x5) * log(1.2288486))) / (x2 / ((x3 / -0.029129695) + (x0 + -95.10438)))"
