feature,mean_abs_shap
ifc,0.06808053
i0_c_ref,0.04295465
Pa_des,0.030700501
Tfc,0.030104889
kappa_c,0.02684511
Re,0.014885642
tau,0.014008603
epsilon_mc,0.011091526
Phi_c_des,0.0070503135
Sc,0.005733737
kappa_co,0.00498003
epsilon_gdl,0.002295115
epsilon_c,0.0021860716
e,0.0008899851
