y_true,y_pred,residual
1.1077283078662152,1.0506352,0.05709308924591494
1.0382117948553713,0.9924743,0.045737477304712115
0.9821042726254341,0.94457453,0.037529737732398205
0.9337912510699522,0.8930244,0.04076686609451885
0.8909587480474918,0.8569391,0.03401967067017242
0.8523672614285964,0.8195071,0.0328601393888015
0.8172470558530317,0.78669685,0.03055020459952218
0.7850919264595724,0.7644323,0.020659615401527942
0.7555308557707978,0.738051,0.01747985851356515
0.7406060413538279,0.72064507,0.019960971277839135
0.7255070419063419,0.69780076,0.027706286405548397
0.7039434212406546,0.6802465,0.023696948881950952
0.6842992563063114,0.6628251,0.021474148731848497
0.6639866014421877,0.64513844,0.01884815892586078
0.6426380227738291,0.6290248,0.013613219135370835
0.6206236187125719,0.6185779,0.0020457211638963413
0.598159616113497,0.60311806,-0.00495844590585115
0.5752841692102305,0.58350414,-0.008219971166814166
0.552376349920882,0.5724649,-0.020088533406602105
0.5296441293118177,0.5626008,-0.032956662142497484
0.5071251619218242,0.5360846,-0.02895943042055249
0.4848224729490511,0.5209005,-0.036078014950729154
0.4627207840856689,0.49977592,-0.037055132252298006
0.4408036296402422,0.5016899,-0.06088628124842965
0.4190550169394117,0.48131752,-0.062262503202189845
0.3974588901226802,0.46181345,-0.06435455973693893
0.3759994376767273,0.4508473,-0.07484786023014833
0.3546611773500429,0.43914896,-0.0844877851476683
0.33342896513688913,0.42572647,-0.09229750819456228
0.3122879485153105,0.40961426,-0.09732631644974687
0.2912234977140945,0.3897762,-0.09855270234198155
0.9737885568121727,0.86910087,0.10468768811023788
0.9113793222076962,0.8063264,0.1050529328949521
0.8700525518338944,0.7651643,0.1048882361333634
0.8372525637738167,0.7314792,0.10577333623093954
0.8092233901809535,0.6980324,0.11119101103056284
0.7843035982398241,0.6722443,0.11205928786079578
0.7615997135363637,0.6437795,0.11782019731627091
0.7405687670970866,0.6161652,0.12440354635962936
0.7208549058531912,0.5782755,0.14257940412513337
0.7022085077122907,0.5567403,0.14546822374622626
0.6844473568539265,0.53350204,0.15094531456037796
0.6674334321893916,0.51152456,0.15590887412206977
0.6510591428818107,0.48898843,0.16207071357387304
0.6352389798858331,0.4735631,0.16167587501789793
0.6199015350673956,0.4563717,0.16352984026415773
0.6049903022654743,0.43847817,0.1665121304400654
0.5904559332602645,0.42032292,0.17013300840789325
0.5762567829974392,0.40456304,0.1716937434561947
0.5623568948682228,0.39498696,0.16736993755659257
0.5487248748202508,0.37818763,0.17053724821998528
0.5353330253180288,0.36755735,0.16777567849719754
0.5221566679127141,0.3573825,0.16477416178058824
0.5091736049560478,0.3426515,0.16652211855925825
0.49636368542427667,0.33367285,0.16269083410019525
0.48370844965766663,0.32536346,0.15834499245475525
0.47119083509690923,0.3118043,0.1593865405107276
0.45879493510154196,0.2969845,0.16181044136908956
0.4465056612062084,0.29371518,0.15279048223968617
0.43430890750177303,0.28916034,0.14514856647737423
0.42219095358852493,0.2827133,0.1394776595592891
0.41013856013776395,0.26438883,0.14574973066808317
1.0311158457289982,1.0394433,-0.008327408741827025
0.9802491956721732,0.9842677,-0.004018515967231129
0.9455214725827104,0.94726014,-0.0017386687899703102
0.9178760984439127,0.92045414,-0.0025780460339315248
0.894285586080937,0.89707935,-0.0027937624832109487
0.873358498414608,0.87751555,-0.004157056013492588
0.8543334603081666,0.8581907,-0.0038572550047911713
0.836746325578862,0.84442765,-0.007681319627589445
0.8202914843301736,0.82592916,-0.0056376805563009835
0.8047569375305785,0.8119822,-0.0072252769202576506
0.7899884221878781,0.7996173,-0.009628868308948046
0.7758701651073565,0.7835003,-0.0076301486514935846
0.7623127555841243,0.7683244,-0.006011619568463633
0.7492455202630908,0.750744,-0.0014984649129956562
0.7366114832668555,0.73534465,0.0012668349056494943
0.7243639269432072,0.7233378,0.0010260978302005785
0.7124638549471896,0.71133363,0.0011302224780123105
0.7008785933080256,0.7029412,-0.002062585967487096
0.6895802134566642,0.6900063,-0.0004261022514961965
0.6785457368099702,0.6814193,-0.002873576143978762
0.6677611402777763,0.66478986,0.002971284797582241
0.6572087736434611,0.6531035,0.004105302841153957
0.6498960731274249,0.6492678,0.0006282804257037311
0.6431475560980868,0.6311054,0.012042133124454013
0.6333932257049988,0.62295914,0.01043408874210816
0.6234410247914801,0.6109405,0.01250050879645448
0.6137299054149503,0.60754573,0.006184171963107055
0.6039196054917242,0.59929043,0.004629174945917303
0.5938558521043894,0.5920182,0.001837665058338378
0.5835590781420341,0.5812703,0.0022888006418815277
0.573044959497896,0.576102,-0.0030570588584272196
1.1942839128793956,1.1915303,0.0027535660089732517
1.1607793948811256,1.1564153,0.004364051596518648
1.1345607364618886,1.1284027,0.006158026500951097
1.112530983392942,1.1098442,0.0026867756292701106
1.0929842643587846,1.0872034,0.00578088091304485
1.0749548437018643,1.0696155,0.005339360417867756
1.058020571633338,1.05249,0.00553057567691706
1.041912934042503,1.0387232,0.003189703680564593
1.0264444036648668,1.0230627,0.003381697671214434
1.0114777529611194,1.005235,0.006242796219786406
0.9969088805627141,0.98621356,0.010695315689972396
0.982656452897026,0.97203445,0.010621998551322842
0.9686553466699719,0.961853,0.006802319326221884
0.9548496259082717,0.94587684,0.008972789131538317
0.9411949923874279,0.9298931,0.011301915967597553
0.927657254999474,0.9191133,0.008543976610496995
0.9142043113459903,0.90414697,0.010057342027600447
0.9008091662651051,0.8976915,0.003117677999113888
0.8874466876903602,0.88236374,0.005082951060874086
0.8740951744727943,0.8591658,0.0149293867759559
0.8607353846599866,0.85047954,0.01025584145091063
0.8473499636920849,0.83506167,0.012288294342414519
0.8339224694708697,0.82173866,0.012183809135328905
0.8204373794294797,0.81479245,0.005644925186773397
0.8068792144136906,0.79574543,0.01113378203682902
0.793232284559598,0.78109795,0.012134336008420066
0.779480493532676,0.7622717,0.017208791243094712
0.7656065206717172,0.74840564,0.01720088531481412
0.751594613657194,0.73528403,0.01631058321972456
0.7374291246871667,0.72235036,0.015078765724154009
