Tfc,Pa_des,Sc,Phi_c_des,epsilon_gdl,tau,epsilon_mc,epsilon_c,e,Re,i0_c_ref,kappa_co,kappa_c,a_slim,b_slim,a_switch,Pc_des
343.00000000333335,110000.00000001,9.99999999,0.4000000033333333,0.5500000100000001,2.0000000033333336,0.3166666633333334,0.20000000333333334,5.0,3.4966666666666665e-06,333.3336666633333,26.669999996666665,66.66666666333333,1e-08,1e-08,1e-08,101325.0
362.99999999,110000.00000001,9.99999999,0.4000000033333333,0.5500000100000001,2.0000000033333336,0.3166666633333334,0.20000000333333334,5.0,3.4966666666666665e-06,333.3336666633333,26.669999996666665,66.66666666333333,1e-08,1e-08,1e-08,101325.0
362.99999999,110000.00000001,4.06666667,0.4000000033333333,0.5500000100000001,2.0000000033333336,0.3166666633333334,0.20000000333333334,5.0,3.4966666666666665e-06,333.3336666633333,26.669999996666665,66.66666666333333,1e-08,1e-08,1e-08,101325.0
362.99999999,110000.00000001,4.06666667,0.4000000033333333,0.5500000100000001,2.0000000033333336,0.3166666633333334,0.20000000333333334,4.0,3.4966666666666665e-06,333.3336666633333,26.669999996666665,66.66666666333333,1e-08,1e-08,1e-08,101325.0
362.99999999,110000.00000001,4.06666667,0.4000000033333333,0.7166666633333334,2.0000000033333336,0.3166666633333334,0.20000000333333334,4.0,3.4966666666666665e-06,333.3336666633333,26.669999996666665,66.66666666333333,1e-08,1e-08,1e-08,101325.0
362.99999999,110000.00000001,4.06666667,0.4000000033333333,0.7166666633333334,2.0000000033333336,0.3166666633333334,0.20000000333333334,4.0,3.4966666666666665e-06,333.3336666633333,0.01000001,66.66666666333333,1e-08,1e-08,1e-08,101325.0
362.99999999,236666.6666666633,4.06666667,0.4000000033333333,0.7166666633333334,2.0000000033333336,0.3166666633333334,0.20000000333333334,4.0,3.4966666666666665e-06,333.3336666633333,0.01000001,66.66666666333333,1e-08,1e-08,1e-08,186666.6670666633
362.99999999,236666.6666666633,4.06666667,0.4000000033333333,0.7166666633333334,2.0000000033333336,0.3166666633333334,0.20000000333333334,4.0,3.4966666666666665e-06,333.3336666633333,0.01000001,66.66666666333333,1e-08,1e-08,1e-08,213333.33319999665
362.99999999,236666.6666666633,4.06666667,0.4000000033333333,0.7166666633333334,2.0000000033333336,0.3166666633333334,0.20000000333333334,4.0,3.4966666666666665e-06,333.3336666633333,0.01000001,66.66666666333333,0.6666666633333332,1e-08,1e-08,213333.33319999665
362.99999999,236666.6666666633,4.06666667,0.4000000033333333,0.7166666633333334,2.0000000033333336,0.3166666633333334,0.20000000333333334,4.0,3.4966666666666665e-06,333.3336666633333,0.01000001,66.66666666333333,0.6666666633333332,1e-08,1e-08,213333.33319999665
