Complexity,Loss,Equation
1,0.0004965382,"0.07076078"
3,0.00041486433,"x2 * 3.298704e-7"
5,0.00033208542,"(x3 * 0.017863315) - -0.047991723"
7,0.0002641472,"((x6 * x3) * 5482.6924) - -0.049478233"
8,0.00026414183,"neg((x6 * (x3 * -5412.6025)) - 0.049748436)"
9,0.0001994107,"(x3 * (x6 * 5150.6304)) - (x2 * -2.3772458e-7)"
10,0.00019938532,"neg((x6 * (x3 * -5196.704)) - (x2 * 2.3686242e-7))"
11,0.00018357634,"((x6 * 4051.0645) * (x3 - -0.9163911)) - (x2 * -2.0622953e-7)"
13,0.00017409971,"(x6 * (x0 * 21.497292)) - ((x3 + (x2 * 9.150435e-6)) * -0.015047287)"
15,0.0001663394,"((x0 * x6) * (x3 * 15.451709)) - (x2 * ((-0.0004196972 / x0) - -9.72122e-7))"
17,0.00014501871,"((x3 * 0.01536318) + (x6 * (x0 * 22.878738))) - (((-0.00035476324 / x0) - -8.8974053e-7) * x2)"
19,0.0001449192,"((x6 * (x0 * 22.878738)) + ((x3 * 0.01536318) + -0.00035476324)) - (x2 * ((-0.00035476324 / x0) - -8.8979647e-7))"
