Complexity,Loss,Equation
1,1.9634715e-5,"0.01658035"
3,8.215683e-6,"3348.4104 / x2"
5,7.74967e-6,"x0 * (9.61843 / x2)"
6,4.343252e-6,"3807.4539 / (x2 + cube(x4))"
8,3.9801293e-6,"4828.313 / (x2 + cube(x4 + 15.325153))"
10,2.6371515e-6,"((x4 * -0.00051960396) + 0.04269891) / (x2 / square(x0))"
12,2.1979852e-6,"((x4 * 0.0005829518) + -0.04786466) / (-0.22092184 - (x2 / square(x0)))"
14,1.9433373e-6,"((x4 * -0.00031821145) + 0.010547129) - (0.024828926 / ((-1.4997156 - x2) / square(x0)))"
