feature,mean_abs_shap
tau,0.13729867
epsilon_mc,0.07883022
i0_c_ref,0.07520602
Pa_des,0.072006896
Tfc,0.062404834
Re,0.051207986
kappa_c,0.030824143
Phi_c_des,0.02748926
kappa_co,0.024946779
Sc,0.022435706
epsilon_c,0.020084305
epsilon_gdl,0.019335868
e,0.008123536
