Tfc,Pa_des,Pc_des,Sa,Sc,Phi_a_des,Phi_c_des,epsilon_gdl,tau,epsilon_mc,epsilon_c,e,Re,i0_c_ref,kappa_co,kappa_c,a_slim,b_slim,a_switch,start_in_range,early_values_in_range,monotonic,aprox_monotonic,classification
3.606204840475375590e+02,1.315536327660181851e+05,1.115536327660181851e+05,1.300000000000000044e+00,1.327577067692967239e+00,5.000000000000000000e-01,6.099953905530012266e-01,6.506432141570673844e-01,3.134972758083313771e+00,3.343765016175778149e-01,2.624476423382628432e-01,4.000000000000000000e+00,3.900526349544525233e-06,3.233554780844881975e+02,3.636725052615943099e+01,3.966163816137253662e+01,4.125309721707824673e-02,5.641181111550648275e-01,4.896897535970535231e-01,True,True,True,True,valid
3.559997849690481075e+02,1.373527363967241836e+05,1.173527363967241836e+05,1.300000000000000044e+00,1.356154267063572227e+00,5.000000000000000000e-01,4.616187164509483187e-01,5.925580463667498021e-01,1.461628476561003254e+00,2.108491378468624611e-01,1.628619835209344779e-01,3.000000000000000000e+00,2.663453251123428719e-06,5.009576228681193300e+01,6.510950646788230323e+00,1.223874400193725798e+01,7.827152702293690423e-01,6.434172046558362945e-01,5.603203845253489357e-01,True,True,True,True,valid
3.559997849690481075e+02,1.373527363967241836e+05,1.173527363967241836e+05,1.300000000000000044e+00,1.356154267063572227e+00,5.000000000000000000e-01,4.616187164509483187e-01,5.925580463667498021e-01,1.461628476561003254e+00,2.108491378468624611e-01,1.628619835209344779e-01,3.000000000000000000e+00,2.663453251123428719e-06,3.640069608003976214e+02,1.843022936950033497e+01,1.223874400193725798e+01,7.827152702293690423e-01,6.434172046558362945e-01,5.603203845253489357e-01,True,True,True,True,valid
3.575135081216599247e+02,2.298263956047577085e+05,2.098263956047577085e+05,1.300000000000000044e+00,2.241490314654700278e+00,5.000000000000000000e-01,4.272570641938890912e-01,6.220760962424140006e-01,2.650110321050014761e+00,3.942480146481401881e-01,2.381298884472359823e-01,4.000000000000000000e+00,7.986984175443649407e-07,1.013354613759323257e+02,3.028520204388487969e+01,3.870752649294380898e+00,1.161593974036297938e-01,5.691114752700946466e-01,4.136400398375150167e-01,True,True,False,True,valid
3.380053006197833270e+02,1.452096832543693599e+05,1.252096832543693599e+05,1.300000000000000044e+00,2.241490314654700278e+00,5.000000000000000000e-01,4.272570641938890912e-01,6.220760962424140006e-01,2.650110321050014761e+00,3.942480146481401881e-01,2.381298884472359823e-01,4.000000000000000000e+00,7.986984175443649407e-07,1.013354613759323257e+02,3.028520204388487969e+01,3.870752649294380898e+00,1.161593974036297938e-01,5.691114752700946466e-01,4.136400398375150167e-01,True,True,True,True,valid
3.380053006197833270e+02,2.298263956047577085e+05,2.098263956047577085e+05,1.300000000000000044e+00,2.241490314654700278e+00,5.000000000000000000e-01,4.272570641938890912e-01,6.220760962424140006e-01,2.650110321050014761e+00,3.942480146481401881e-01,2.381298884472359823e-01,4.000000000000000000e+00,7.986984175443649407e-07,2.542088615016140096e+01,3.028520204388487969e+01,3.870752649294380898e+00,1.161593974036297938e-01,5.691114752700946466e-01,4.136400398375150167e-01,True,True,True,True,valid
3.466167332352978860e+02,2.788933042436762480e+05,2.588933042436762480e+05,1.300000000000000044e+00,2.486102824910476627e+00,5.000000000000000000e-01,5.463124265552256054e-01,7.388033347384397320e-01,1.903504899022987473e+00,2.028740195516264277e-01,2.155953646604160112e-01,5.000000000000000000e+00,2.941347115635871896e-06,1.747456830767506801e+02,3.466830730938885807e+01,2.466798117577729599e+00,9.132684023353535574e-01,3.565512253721607738e-01,4.908709648959753147e-01,True,True,True,True,valid
3.382961412602535347e+02,2.977151357382438146e+05,2.777151357382438146e+05,1.300000000000000044e+00,1.247594562051095091e+00,5.000000000000000000e-01,2.913537825351577570e-01,7.893098808181054915e-01,1.887292021313621282e+00,2.714321526293417275e-01,2.072504411834535654e-01,4.000000000000000000e+00,4.707129978537559623e-06,2.262220647519792465e+02,3.208207552942870677e+01,2.466798117577729599e+00,4.845105692116850604e-01,8.320333248652875824e-01,4.175280283867121578e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.391787007062831094e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.893472451251030143e+05,1.693472451251030143e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.789440263288508248e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,5.436738342584230832e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.721188222966076875e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,3.958042549493652640e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,2.383935959026836082e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.292576874517329166e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,3.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.416946410536766322e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,7.746811433652436563e+01,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.628000297700081944e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,6.660560531858106259e-01,8.779384734889799091e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,7.889185834634309114e-01,3.238353978685160062e-01,True,True,True,True,valid
3.361405141097394562e+02,1.767968244757548091e+05,1.567968244757548091e+05,1.300000000000000044e+00,2.150665734673125051e+00,5.000000000000000000e-01,1.032145424022950647e-01,6.010471233655738654e-01,2.010434748143371753e+00,3.607732653451450888e-01,2.803467278613268610e-01,4.000000000000000000e+00,3.282746292948723203e-06,4.809569044829332256e+02,2.413297822148842187e+01,1.120383674741552982e+00,8.239580821646871334e-01,8.779384734889799091e-01,5.945552801428742873e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.505713341200345781e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.394473014865159348e+05,1.194473014865159348e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.450517720613326844e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,2.131099522943194491e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.612158330474524615e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.059797323449601869e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,2.321013489598094948e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.688506601584089162e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,7.157366764545440726e-07,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,1.806115567440525993e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,3.674608467577553106e-01,7.069827077834364704e-02,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,6.412209579416577876e-01,1.788021548629471213e-01,True,True,True,True,valid
3.538791061637844564e+02,1.657152321096567612e+05,1.457152321096567612e+05,1.300000000000000044e+00,1.568588148561473439e+00,5.000000000000000000e-01,5.993327377975015136e-01,6.715650251089242406e-01,2.942646604805637445e+00,3.403306405415202351e-01,2.216046331320886686e-01,3.000000000000000000e+00,3.028719726204871955e-06,1.290132563512356967e+02,2.706978175154531030e+01,5.611193654623277460e+00,5.303162171961406379e-01,7.069827077834364704e-02,8.563398656879174231e-01,True,True,True,True,valid
3.350953905854723303e+02,2.142543256375939236e+05,1.942543256375939236e+05,1.300000000000000044e+00,2.182370475496981932e+00,5.000000000000000000e-01,6.298165948824429039e-01,5.615264037133274044e-01,3.278360859889794199e+00,3.418441031669590680e-01,2.106839680574491835e-01,4.000000000000000000e+00,4.053972451686859627e-06,2.908106671923931685e+02,2.621748007726284158e+01,1.113738036247198471e+00,9.189381729842824864e-01,3.319452447900068104e-01,2.038179024685753682e-01,True,True,True,True,valid
3.616479733327686859e+02,1.627707756497027294e+05,1.427707756497027294e+05,1.300000000000000044e+00,1.260160274642705414e+00,5.000000000000000000e-01,4.585111024843584460e-01,7.420422878964905156e-01,3.635309046016206302e+00,2.101454398790046085e-01,2.358729886760582151e-01,5.000000000000000000e+00,2.188510187864303622e-06,3.716969983875026742e+02,1.660400428536939543e+01,1.390604079491563283e+01,3.400201522144871702e-01,8.193828520749745215e-01,5.549185121966525303e-02,True,False,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.461717687298624924e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,1.734964981116403360e+05,1.534964981116403360e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,2.372730186444080847e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,2.751449531584384545e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,7.360723334866818846e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.416737289723025484e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.198853330634338077e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.873761594634871241e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,4.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,3.286542019844055479e-06,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,3.916766556138089186e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,2.975906974726543908e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,8.833913027930392348e-01,3.883143462226085196e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,1.293678730346862760e-01,8.897843940800145845e-02,True,True,True,True,valid
3.482717583717829370e+02,2.826609759218911058e+05,2.626609759218911058e+05,1.300000000000000044e+00,1.422849553626400088e+00,5.000000000000000000e-01,3.248751752905755241e-01,5.518936494130231019e-01,2.490649850170063573e+00,3.835771943193760913e-01,1.793915119297488925e-01,5.000000000000000000e+00,5.430289560556412080e-07,2.652608310793336273e+02,3.853210617167022889e+01,2.117393454800091224e+00,2.834582530429574088e-01,3.883143462226085196e-01,8.794065200279530536e-01,True,True,True,True,valid
3.357378876030236370e+02,1.715423541702381335e+05,1.515423541702381335e+05,1.300000000000000044e+00,1.677790324768905439e+00,5.000000000000000000e-01,4.303014305564289987e-01,5.711965971781362006e-01,3.797700584596672257e+00,2.338688414386845271e-01,2.191306493620286400e-01,4.000000000000000000e+00,3.144276188611984829e-06,3.494816899597489055e+02,1.841649717379644002e+01,5.240304683905161909e+00,1.311382268753334968e-01,1.979539827316896261e-01,2.607810563754176525e-01,True,True,True,True,valid
